index,Tweet,HS,stopwords,hastags,numerics,word_count,char_count,punctuation
12663,langsung tokoh tokohnya  surat surat  tokoh nasionalis nu  komunis,0,0,0,0,12,66,0
12664,sudirman said kritik pemerintah terlantarkan kawasan industri saweran dirman ida saweran dirman ida saweran jawa,0,0,0,0,15,112,0
12665,kader  bodoh nih hitung  bikin tagar 2019 ganti presiden   10  congor   jiplak iya   2019 moncong putih   nyungsep,1,0,0,3,28,114,0
12666,panglima santri   menghormati  ulama cak imin the next wakil presiden join 2019,0,0,0,1,15,79,0
12667,sikap diktator   ai penjilat duit cina tangkap tangkap  ,1,0,0,0,12,56,0
12668,selamat siang masyarakat banten mari sukseskan pilihan kepala daerah serentak 2018  banten,0,0,0,1,13,90,0
12669,mewujudkan indonesia damai  komitmen perangi hoaks  dikir akbar forum ulama bsm pembayaran instusi kpnpa ri,0,0,0,0,17,107,0
12670,pekalongan bongkrek  ampas,0,0,0,0,4,26,0
12671,ssttt gubernur indonesia sahabat kang aher kesayangan rakyat negara kesatuan republik indonesia,0,0,0,0,12,95,0
12672,susah berharap   ai pendukung pemerintah    terbukti  pendukung setia ahok sih penista agama musuh umat islam,1,0,0,0,21,109,0
12673,dibodohi diperbudak islam muhammad mati diracun badannya bau,1,0,0,0,8,60,0
12674,cebong kocak muka  kayak pantat kodok,1,0,0,0,7,37,0
12675,warganet  memaki umat islam  domba onta   orang kristen hindu buddha,1,0,0,0,14,68,0
12676,apes  pamer kedengkian  kebusukan hati  memuakkan politik licik  picik,1,0,0,0,13,70,0
12677,keren nih programnya terima kasih jokowi  jokowi    baiknya   istirahat  ya,1,0,0,0,17,75,0
12678,deklarasi pilihan kepala daerah 2018 aman  anti hoaks jabon,0,0,0,1,10,59,0
12679,ulama tanah air  syekh  utsman el muhammadiyah  meninggalkan   kehilangan  al fatihah,0,0,0,0,17,85,0
12680,setahun  ratusan  masyarakat adat badui menyerahkan hasil panen seba  seserahan  bapa gede  bupati lebak  gubernur banten seba baduy 2018,0,0,0,1,25,137,0
12681,lihat  topik    tenaga kerja asing harga sawit harga telur  harga,0,0,0,0,15,65,0
12683,memframing  kitab suci  milik umat islam  umat  demo menyalahkan rocky  cebong leyeh leyeh  menonton demo  televisi   jenis jenis kitab suci busuk,1,0,0,0,30,146,0
12684,usir   nasionalis bidang ekonomi   ekonomi dimonopoli cina total surat pemberitahuan tahunan  hancur ri,1,0,0,0,18,103,0
12685,ketemu klien orang batak  marah gue  marah berengsek memalukan kantor,1,0,0,0,12,69,0
12686,aman dipegang kacung babu asing mawoooot,1,0,0,0,6,40,0
12687,pikir indra j piliang   jokowi     belok  tim sukses anies sandi   dihabisin,1,0,0,0,20,76,0
12688,tau  ku  lahir  sipit,0,0,0,0,7,21,0
12689,adam hawa kali  hawa hawa  lesbi,0,0,0,0,8,32,0
12690,pe ahankan islam  indonesia    bangun bangsa negara,1,0,0,0,11,51,0
12691,petugas imigrasi  negeri   ya      negara  pemeriksaan mendalam  dulunya  paspor  tenaga kerja indonesia     bukti    turis   takut   korea selatan b,0,0,0,0,41,149,0
12692,mari perbanyak mempelajari ilmu agama   memiliki pengetahuan   amal perbuatan   lakukan selamat beristirahat sobat lazismu delivering happiness,0,0,0,0,22,143,0
12693,suruh tenaga kerja asing cina   menonton  stadion  lupa bawa 2 bendera                  merah putih  bendera cina       xac,1,0,0,1,44,123,0
12694,tuturan  rendra terbukti    agama  lencana politik   ulama   sejalan  ta,0,0,0,0,19,72,0
12695,cocok  calon presiden nya jokowi cocok  prabowo,1,0,0,0,9,47,0
12696,ayo  menteri agama ri rakyat menunggu    muhammad nabi gadungan,1,0,0,0,13,63,0
12697,ntb  acara  olah  dukung  ulama  calon wakil presiden   sandiwara  admin,1,0,0,0,18,72,0
12698,pecat darmin nasution  menteri perekonomian bodoh  turunkan daya beli  anaknya kahiyang  menikah  bobby nasution,1,0,0,0,19,112,0
12699,pria isis make burka  menghindar  lari  peperangan  surga   janjikan  diam membisu   amp    tau  pria   televisi iya  menonton wawancara wanita pemelihara hewan anjing  lo  gembel warung internet  silakan buka youtube deh biar  dgar suaranya,0,0,0,0,53,241,0
12700,anggota gereja protestan dewasa   katekisasi belajar setahun sejarah gereja      anak    katekisasi gue  pas  topik   gue sukai  sejarah gereja  sejarah kelamnya  sejarah mas,0,0,0,0,39,174,0
12701,aktivis 98  dukung jokowi   aktivis  nih  partai rakyat demokratik  aktivis kiri  komunis aktivis murni 98     tumpangi  non bayaran  murni  nurani,0,0,0,2,34,147,0
12702,melucu  bom   bahaya,0,0,0,0,6,20,0
12703,ulama kiai ustaz  guru mengaji mengajarkan  umar bin khattab ra     rakyatnya   sepe i  halo partai demokrasi indonesia perjuangan pikir 2019 ganti presiden,1,0,0,1,31,156,0
12704,pemilihan presiden 2019 semoga  presiden     integritas    antek asing,1,0,0,1,16,70,0
12705,do  think     berkomentar     negara    agama islam agama  minoritas  jerman    hatiku sedih dengar larangan  diterapkan  jerman,0,0,0,0,34,128,0
12706,kaum zionis sontoloyo,1,0,0,0,3,21,0
12707,sarap  tega banget sih memperlakukan anak  surat pemberitahuan tahunan hewan  gue  suaminya gue ambil  anak gue laporkan polisi amp gue ceraikan langsung cih najis  perempuan kayak,1,0,0,0,32,180,0
12708,gue  harun yahya ilmuwan yahudi jaman,0,0,0,0,7,37,0
12709,usir fahri  maling maling  dewan perwakilan rakyat,1,0,0,0,9,50,0
12710,bikin rusuh negara  perusahaan tambang asing  masuk,1,0,0,0,9,51,0
12711,alhamdulillah   menyadari  cebong pintar  lucu beda banget  kampret  goblok  beringas nwekawekaweka               x83,1,0,0,0,33,117,0
12712,11   dilarang  wakil agen penjual reksa dana,0,0,0,1,10,44,0
12713,terima kasih   presiden jokowi       semoga listrik   tambahkan  pulau nias  25 mw  25000 kw  bermanfaat  meningkatkan ekonomi masyarakat nias suara pulau  jokowi salam 2 periode,0,0,0,3,40,178,0
12714,oknum polisi  menganiaya    mabuk mak habis minum kencing onta,1,0,0,0,13,62,0
12715,selamat  lahir teman pergerakan mahasiswa islam indonesia,0,0,0,0,8,57,0
12716,masak pembangunan  dihitung konstruksinya  ide study kelayakan pendanaan pembebasan lahan     dihitung,1,0,0,0,17,102,0
12717,goblok kakak kecebong mengakuinya pancasila negara kesatuan republik indonesia  otak  hatinya komunis  rezim anti korupsi   1 minggu 7 kali ott komisi pemberantasan korupsi,1,0,0,2,28,172,0
12718,macet pulang    kampung  dasar orang udik  nyeri makan  buang tai  mendengarkan lagu anakjaka aasikasik,1,0,0,0,21,103,0
12719,mantap  presiden joko widodo  jagonya menuntaskan pekerjaan  mangkrak     mantan presiden   sih gubernur aher salam metal  2 periodontik,0,0,0,1,27,136,0
12720,cari000  sengaja  matikan  pemerintah kekinian impor rakyat  cina  gantikan rakyat indonesia,1,0,0,0,16,92,0
12721,x9clagi mengetren  thailand cebong  nge i     x9d  sotoy banget nih lumpur hidup,1,0,0,0,19,80,0
12722,cebong terancam musnah cc,1,0,0,0,4,25,0
12723,wkwk    bajingan orang   ,1,0,0,0,9,25,0
12724,eh maaf hehe  baca    nama bukunya yahudi ve masonluk  yahudi  freemason  1986 link a ikelnya   reply twit    wallahu alam ya,0,0,0,1,32,125,0
12725,hadiah nya sipit,0,0,0,0,3,16,0
12726,indonesia heritage masyarakat  a kecewa  membudidayakan  orang asing  manajernyapun asing    orang orang indonesia  peduli,0,0,0,0,22,122,0
12727,anies sukanya manis manis  bibir sandi sukanya main sandiwara,1,0,0,0,10,61,0
12728,duduk  samping  aziz rabi menteri energi pe ambangan  perminyakan kerajaan maroko diskusi substantif berjejaring  mencari peluang kerja    muncul    konferensi,0,0,0,0,29,159,0
12729,meme  nak cilok indonesia   dasar malingsia berengsek,1,0,0,0,10,53,0
12730,kotbur wkwk mampus,1,0,0,0,3,18,0
12731,jokowi  mundur biar  jual badan usaha milik negara,1,0,0,0,10,50,0
12732,baguslah   bangga  sebutan cebong,1,0,0,0,7,33,0
12733,bukti  pe umbuhan ekonomi stagnan  5 jaman susilo bambang yudhoyono 6   5  proyek joko hasil berutang  cina  selesai 35 proyek  250 proyek proyek infrastruktur pemerintah daerah  otonomi daerah  klaim prestasi,0,0,0,5,40,209,0
12734,aman   bergantung  hoaks nasional bang  memasang bom,0,0,0,0,11,52,0
12735,gaji  13  14 pegawai negeri sipil dibayar  juni via,0,0,0,2,12,51,0
12736,lini   panas ganyang partai komunis indonesia,1,0,0,0,8,45,0
12737,ribut bom  barel,0,0,0,0,4,16,0
12738,sah sah   fahri hamzah  bubarkan komisi pemberantasan korupsi  ott bikin gaduh   gaduh  koruptornya  bersih  gaduh  jokowi  salah,1,0,0,0,28,129,0
12739,masuk jurusan  tren goblok anjing bangsat asu tolol bangsat bangsat bangsat bangsat,1,0,0,0,13,83,0
12740,program   dipersiapkan pemerintah  skemanya ditargetkan rampung,0,0,0,0,9,63,0
12741,eh   nih  o unya kafir  pilih beliau ah,1,0,0,0,12,39,0
12742,menerima orderan  honor   terpikir  hati bani   kesalahan    dosa  ditanggung    pemikiran    bani yani   melakukannya  honor hasil  p,0,0,0,0,36,134,0
12743,kepala otak presiden  curiga  rakyat buruk sangka  takut ditagih janji       rakyat presiden menuduh rakyat intoleransi   rakyat radikal teroris   tenggelamkan partai demokrasi indonesia perjuangan ting,1,0,0,0,37,202,0
12744,gara gara pengeditan kejam knet   kenal   voting pese a pese a  oke      kasihan,0,0,0,0,23,80,0
12745,gubernur daerah khusus ibukota pe arungan   sumber waras  terang benderang  audit investigasi komisi pemberantasan korupsi  susahnya periksa ahok,1,0,0,0,23,145,0
12746,kuliah ekonomi gue,0,0,0,0,3,18,0
12747,dasar udik,1,0,0,0,2,10,0
12748,sok far tantangan nya sih ya  sehat ya bolak    mengurus dokumen    tersiapkan  matang   pengalaman   serunya tenaga kerja indonesia kayak gue susah payah antre macet,0,0,0,0,36,166,0
12749,bajingan gue  peduli aksi aksi kemarin  murni panggilan modal  kembalikan duit gue bajingan bergaya panggilan allah modal   make duit jamaah,1,0,0,0,25,140,0
12750,hati   bersih   orang  mata  merendahkan  abat orang   worst thinking  are any better tahan them perangai    iblis,0,0,0,0,29,114,0
12751,sih  dikriminalisasi   lawan  ide,0,0,0,0,8,33,0
12752,orang  munafik    kayak,1,0,0,0,7,23,0
12753,masyarakat  terprovokasi  isu sara  dimainkan  aktor jahat  mari  akal  a hati pikirkan akibat fatal  penggunaan isu sara  ashabiyyah  membela membabi buta kelompok golongan  dilarang  islam,0,0,0,0,37,190,0
12754,iya   beli  cas sih  cas  cepat habis ya allah   beli  toko    tau kak  tau  normal  cacat,0,0,0,0,30,90,0
12755,telat  kunyuk,1,0,0,0,3,13,0
12756,cacat,1,0,0,0,1,5,0
12757,goblok main main   mal   kolam    pakan ayam  beli bong   impo   beli nya pakai kurs dolar susah  mengajak cebong debat  dolar,1,0,0,0,34,126,0
12758,unggah ulang suaranya,0,0,0,0,3,21,0
12759,harap        salam   bahasa indonesia,1,0,0,0,13,37,0
12760,manusia kafir twit nya surat pemberitahuan tahunan,1,0,0,0,7,50,0
12761,pendekatan   fisiknya oke    diajak mengobrol  asyik haji bolot,0,0,0,0,14,63,0
12762,rejim   e kartu tanda penduduk  rejim susilo bambang yudhoyono  pura pura lupa   penjara   ainya susilo bambang yudhoyono,1,0,0,0,25,121,0
12763,simak   dampaknya   ya  minuman keras oplosan  pemimpin oplosan 2019 ganti presiden maraknya minuman keras oplosan  kegagalan  pemimpin oplosan 2019 presiden  cc,1,0,0,2,30,161,0
12764,setya novanto  mati eh ya  sih mati,1,0,0,0,9,35,0
12765,masyarakat ntt turunkan setya novanto  ketua  pecat  dewan perwakilan rakyat ri rakyat ntt har,1,0,0,0,17,94,0
12766,awas  proyek partai komunis indonesia cina komunis,1,0,0,0,8,50,0
12767,orang orang  ajaib  makan duit   menipu   demo  pemerintah ujung ujungnya dipolitisasi turunkan jokowi haha gila,1,0,0,0,22,112,0
12768,mantan setan,0,0,0,0,2,12,0
12769,periode  susilo bambang yudhoyono  jalan 2   hem    gencar  ledakan bom dimana   menewaskan orang orang   tau,0,0,0,1,27,109,0
12770,mental anjing kabehhhh mendukung pemimpin   bermental kompeni njatengmuktitanpakorupsi  ndirmannaikganjarpanik  ,1,0,0,0,14,112,0
12771,iya hyung  sih  kunti wkwk,0,0,0,0,7,26,0
12772,dilemparkan    zinnirah buta  ranah dilaknat  tuhan latta  uzza  mencabarnya  ranah zinnirah mempe ahankan     buta   ranah tuhan     perbuatan umar al khat,0,0,0,0,38,156,0
12773,orang tua  suka menipu bodoh  sontoloyo,1,0,0,0,8,39,0
12774,anies menang tahap   lengserkan jokowi,1,0,0,0,7,38,0
12775,wow gara gara rezim jokowi  periode  pakde,0,0,0,0,9,42,0
12776,berbicara  orientasi studi  pengenalan kampus    orientasi studi  pengenalan kampus disuruh makan xon ce bergilir  memasukkan lidah   oper  sebelah  habis  kecup   mulut                   pas giliran,0,0,0,0,55,199,0
12777,salah jokowi ahok  kafir kafir ateis  ,1,0,0,0,9,38,0
12778,perekonomian majalengka mengeliat pasca pembangunan bandara jujur   penggantian tanah    nih  rakyat  tanah 1 h   beli tanah pengganti 2 h  rumah bagus  mobil   perubahan ekonomi,0,0,0,2,37,178,0
12779,gue   tidur   mengetik tai onta   iya,1,0,0,0,12,37,0
12780,terbitkan peraturan presiden no 20  2018 nilai presiden panik via,0,0,0,2,11,65,0
12781,budek   dengar,1,0,0,0,4,14,0
12782,ya    culun,1,0,0,0,5,11,0
12783,ulama jabar  dukung  pemilihan presiden 2019,0,0,0,1,8,44,0
12784,cinta  buta     kekurangan  keburukan    peduli   menyesal,0,0,0,0,17,58,0
12785,ai  ai pembuat gaduhnya oposisi  berhenti  gaduh jaman susilo bambang yudhoyono  diam  korupsi aman,1,0,0,0,19,99,0
12786,penampakan seekor monyet berwajah  manusia bikin heboh juragan  ,0,0,0,0,11,64,0
12787,berbicara  diatur bodoh  pikun  literasi nih  jenderal  orang habib kena  menghina pancasila   paham  mabuk kecubung nih orang,1,0,0,0,26,126,0
12789,amin lengserkan jokowi bikin ribet rakyat aksi 313 jokowi takut lengser,1,0,0,1,11,71,0
12790,sinyal gembel banget  dah,0,0,0,0,5,25,0
12791,gaya  kunyuk  ,0,0,0,0,5,14,0
12792,udik banget sih cit  minum  menjejalkan nic0tinwedd,1,0,0,0,9,51,0
12794,kaum radikal  bani kecebong pengikut mukidi amp penista agama  jualan ayat politik  mesjid,1,0,0,0,16,90,0
12795,kotor sekotornya   cebong sah  2019 ganti presiden 2019 presiden    jokowi,1,0,0,2,16,74,0
12796,om kemarin  gunting titit  maksudnya,0,0,0,0,7,36,0
12797,rak   tau  teman teman   pintar  kayak     bego begoin   mempan,1,0,0,0,21,63,0
12798,anjir bang berasa manusia homo gue,0,0,0,0,6,34,0
12799,bantuan  nama    duit hasil sumbangan rakyat,1,0,0,0,10,44,0
12800,berdiri diujung kolam  suruh saudara  mendorong eh didorong benaran   menangis like gembel basah basah an  bego,0,0,0,0,21,111,0
12801,mampus   kenangan haha,1,0,0,0,5,22,0
12802,ku berdua kunyuk,0,0,0,0,3,16,0
12803,medali  ujung ujungnya  diajak teriak kafir lengserkan,1,0,0,0,9,54,0
12804,undang undang md3   cepat selesai    dimaklumi jugakah  isinya  kepentingan  wakil rakyat   mewakili rakyat,0,0,0,0,23,107,0
12805,akun instagram   resmi     akun  lo ya,0,0,0,0,13,38,0
12806,2 bersikap   israel  memaksa   menghentikan pembangunan pemukiman yahudi  a mematuhi  keputusan  kesepakatan internasional free palestine great return march gaza massacre gaza under attack boikot israel,0,0,0,1,33,202,0
12807,cowok    gue chat isinya     x9casu     x9d     x9ckntl     x9d     x9cbgst     x9d,0,0,0,0,37,83,0
12808,maaf   tampang tampang menyesal  orang bangkai,1,0,0,0,9,46,0
12809,kamis malam  revisi disepakati  undang undang anti terorisme   disahkan  sidang paripurna dewan perwakilan rakyat   cepat  tenggat   pemerintah  juni,0,0,0,0,29,149,0
12810,tolonglah  nak  rumah orang renovasi   cari  iklan kat twitter  facebook harga  yahudi kualitas   seikhlas duit   jalan jalan  orang kampung orang kampung  murah  teliti,0,0,0,0,37,169,0
12811,sampailah masku  rumah    ceritakan  cerita langsung  sih gembrot     kuat  pingsan masku   bantu mendorong  nhoalaaah gembrot gembrot gembrot bilang  ketahuan mamanya  ijen    kayak  gunung sih gembrot,0,0,0,0,45,202,0
12812,islam   mas kafir masuk neraka  muslim    masuk surga  amal nya,0,0,0,0,17,63,0
12813,suka  kangen  teman  sahabat       bareng  aneh sekalinya ketemu   kayak asing,0,0,0,0,22,78,0
12814,cerita a quiet place nih  bisu   bercakap eh  expect pon  nih       x85,0,0,0,0,23,71,0
12815,kader kader ku seng bodoh  p b c  ai harta cocot  sabang  merauke kader kader ku seng bodoh   kentean peluru pokoknya isu tenaga kerja asing  seng  empuk kerja menyerang presiden  e  mangan enak  zaman  jokowi  susah tuku lob,1,0,0,0,51,225,0
12816,kairoseki  alat   membatalkan kemampuan pengguna buah iblis  melemahkan,0,0,0,0,12,71,0
12817,anak bangsa pendidikan    jadikan robot pe menyembah nyembah allah subhanahu wa taala  merintahkan perangi bunuh kafir,1,0,0,0,20,118,0
12818,pribumi iseng aparat berwajah garang cina  racist aparat  alay,1,0,0,0,11,62,0
12819,paingan asa  asing,0,0,0,0,4,18,0
12820,lucu   orang  memolisikan rg  setahu  rg  menyebut  spesifik kitab agama te entu  panggang  api,0,0,0,0,23,95,0
12821,duit  banget  rumah  bikin zen garden sebelah teras rumah ala jepang  kayak  rumah rumah bos yakuza   banget nongkrong tiduran menikmati angin sepoi sepoi  mengelus elus kucing gendut bermuka bodoh  ju,0,0,0,0,39,201,0
12822,anjing maju   babi,1,0,0,0,5,18,0
12823,pedagang sumber jemput menolak hoaks  sukseskan pilihan kepala daerah  kota kediri,0,0,0,0,13,82,0
12824,mengisukan  jokowi kafir antek asing antek asing  mempan isu partai komunis indonesia  alat isu,1,0,0,0,17,95,0
12825,iya    khianati partai komunis indonesia,0,0,0,0,8,40,0
12826,ya  bego  idiot  bawa perasaan bawa perasaan mania,0,0,0,0,11,50,0
12827,hebat  nih  wakil gubernur  banget    menyukai foto dengannya  instagram,0,0,0,0,16,72,0
12828,cowok    miss  queen     duit   transgender biar  miss  queen  mengetik  sih         xa3,0,0,0,0,33,88,0
12829,muslim  menteri agama ri  wajib membela kepentingan bangsa negara,0,0,0,0,11,65,0
12830,tenaga kerja asing ilegal  cina     faktual  bukti     dibahas     pemerintah  berniat selesaikan,1,0,0,0,26,97,0
12831,iya  tai,0,0,0,0,3,8,0
12832,kali menyaksikan topeng monyet  kampung   iri  kelompok topeng monyet    menyulap  aksi penyiksaan  seekor monyet  tontonan hiburan  warga  ,0,0,0,0,30,140,0
12833,panas  pasangan calon  kritik data kemiskinan  gizi buruk,0,0,0,0,11,57,0
12834,melepaskan orang   cintai   sulit dibanding menerima cinta    asing  hatimu ipad news,0,0,0,0,19,85,0
12835,onta,0,0,0,0,1,4,0
12836,lesbi sih lesbi   orang lesbi  hati beos   semena mena lantas  jadikan     ngebucinin    cadangan,0,0,0,0,26,97,0
12837,agama islam kristen yahudi agama seksis  perempuan  agama   kerja ekstra keras  dijadikan manusia  setara,1,0,0,0,20,105,0
12838,ya cacat rupa,1,0,0,0,3,13,0
12839,the lie tju siswi kelas 6b sekolah dasar katolik karya yosef istrinya ronaldo pardede  sah,0,0,0,0,16,90,0
12840,digoreng goreng    gosong suara  murni  kemanusiaan   hubungannya   namanya jokowi,1,0,0,0,18,82,0
12841,rupiah melempem   dagang te ekan data ekonomi as  positif,0,0,0,0,12,57,0
12842,wajarlah gerindra kayak   anak   dihormati  prabowo saking ngebet   presiden,1,0,0,0,16,76,0
12843,o indeks harga saham gabungan   ditutup 5 907 0 25 no asing mencatatkan net buy rp148 sembilan puluh tujuh miliar no nilai tukar usd rupiah ditutup rp14 409 no indeks indeks harga saham gabungan sektoral 7  3 turun no mayoritas indeks asia ditutup  amp eropa dibuka,0,0,0,7,50,265,0
12844,alat transpo asi  cepat  percepatan ekonomi  cepat   zaman   butuh kecepatan  ketelitian hayukake ajati,0,0,0,0,21,103,0
12845,salah ketik gembel wkwk,0,0,0,0,4,23,0
12846,moga moga   dikonfirmasi  bom ya  daerah anak kuliahan   aiming from bunuh anak kuliah,0,0,0,0,19,86,0
12847,mbak ikutan yuk  singapura lawan tampines rovers biar mbak    mulu  gaul nya     nge je dog  memikirkan the jak the jak   nya kampungan    kabari ya  ,1,0,0,0,41,150,0
12848,ulama nu  ya   selamat ikuti al alquran  as sunnah,0,0,0,0,13,50,0
12849,hem iya  maskeran ditutupi taplak   mengembang,0,0,0,0,9,46,0
12850,derita nun      dirasakan perihnya  saudara muslim  umat islam  bersaudara    bantu   mendoakan,0,0,0,0,24,95,0
12851,ketua  partai kebangkitan bangsa muhaimin iskandar alias cak imin menyoroti kondisi laut jaka a  kotor  respons wakil gubernur daerah khusus ibukota jaka a sandiaga uno jokowi cak imin 2019,0,0,0,1,32,189,0
12852,ajak  bikin partai politik ya,0,0,0,0,6,29,0
12853,kampungan ya pendukung agus harimurti yudhoyono  ,1,0,0,0,8,49,0
12854,bom  200 nih,0,0,0,1,4,12,0
12855,pe    perang twitter meng mensyiahkan orang israel meng yahudi yahudi  orang iran    mabuk wkwk,0,0,0,0,21,95,0
12856,bukti  tuduhan  antek asing     membicarakan kejahatan negara  penghianat     pikir  bahaya    membiarkan negara    kejahatan,0,0,0,0,31,125,0
12857,kebanyakan pikir kos menteri  sih edan,0,0,0,0,7,38,0
12858,a ikel hj siti mama muda mendungukan membiadabkan bangsa lihat ayat cocok cocok penis  kurung istri  mati,1,0,0,0,19,105,0
12859,jokowi   mengubah sikap kekuasaannya negara  hancur pemerintahan terancam bubar  2019 rakyat    lengserkan jokowi,1,0,0,1,20,113,0
12860,menuntaskan amanat penderitaan rakyat rakyat pribumi indonesia  rakyat cina he jokowi   pengkhianat umat,1,0,0,0,16,104,0
12861,qaumi ekajati conference jamiat ul ulama e hind ki publik meeting  ba,0,0,0,0,13,69,0
12862,amin  malu  ifikat bohong akuisisi saham freeport bohong  mulut  pantat onta dower,1,0,0,0,16,82,0
12863,jokowi  dewan perwakilan rakyat,0,0,0,0,5,31,0
12864,feminis   dianggap  wanita    mengikuti syariat agama  pemikiran bebas    menerima kodratnya menuruti laki laki  cewek murahan  suka umbar aurat  berhijab   niat belagu berjuang  wanita pad,0,0,0,0,40,189,0
12865,anti asing anti asing  nih panasbung,0,0,0,0,7,36,0
12866,hak   sepe i     salahnya  melindungi   panji    pesan   pe anyaan       x9c dev   ya  semoga cowok  dekati   berengsek     sakit     x9c       x9c dev        x9c,0,0,0,0,68,162,0
12867,suruh mundur     malu memalukan  mengharap didukung ulama    partai politik  dukung  bali o,0,0,0,0,22,91,0
12868,ganyang partai komunis indonesia  ,1,0,0,0,6,34,0
12869,peluk  ngentot nya,0,0,0,0,4,18,0
12870,tau abang  memuja amp memuji  susilo bambang yudhoyono   presiden amp  berganti   jokowi     wajar wajar     kebablasan ya abangku sayang,0,0,0,0,33,137,0
12871,jungyeon menangis diacara gara gara peliharaannya mati  acaranya diberhentikan dibilang kg profesional  kucing gue mencret  gue  kayak bencana,0,0,0,0,22,142,0
12872,nya  impor aduh parah  2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,0,4,18,102,0
12873,anjing babi   monggo  berkenan       x89    ,0,0,0,0,18,44,0
12874,terpilih  presiden rizal ramli  penjarakan koruptor  pulau malaria,0,0,0,0,11,66,0
12875,lengserkan jokowi,1,0,0,0,2,17,0
12876,cari mama  biar  nete,0,0,0,0,6,21,0
12877,ngewe  tante pokoknya dijamin tante puas,0,0,0,0,7,40,0
12878,hasil revolusi mental    cacat mental optimis 2019 ganti presiden,1,0,0,1,12,65,0
12879,kebanyakan minum kopi om   top coffee  kayak iwan fals   cerdas berubah  cebong xixixix,1,0,0,0,19,87,0
12880,cacat laksana gunung  batu,0,0,0,0,5,26,0
12881,kepala kepolisian republik indonesia tito polisi  bandar narkoba tembak mati,0,0,0,0,11,76,0
12882,badan penyelenggara jaminan sosial perusahaan listrik negara pe amina mengakui defisit  anehnya presiden mengakui hebat kalah   tukang pisang  omzet triliunan,1,0,0,0,24,158,0
12883,kepemimpinan jokowi  organisasi masyarakat   akur rakyat   hujat  menista agama  media sosial,1,0,0,0,18,93,0
12884,lengkap  tim anies sandi   pencabulan   makar,1,0,0,0,11,45,0
12885,diskusi  orang kafir   kafir,1,0,0,0,7,28,0
12886,semangat bela agama    pudar   pelaku penista agama penista rasulullah  penista ulama  tangkap adili  penjarakan tegakkan hukum setegak tegaknya,0,0,0,0,26,144,0
12887,tersangka setya novanto  kena sanksi pecat   top,1,0,0,0,10,48,0
12888,setuju  maafkan  100 menista agama kitab suci  wahyu allah   tafsiran apapun   menyakiti hati  pemeluk agama biar allah  member i ganjaran  sesuai,0,0,0,1,31,146,0
12889,dinamakan seba gede   2 000 orang  berbeda  seba   haya dihadiri ratusan orang warga badui  selesai memperingati tradisi seba  pendopo pemerintah kabupaten lebak dilanjutkan  b emu gubernur banten wahidin halim   sabtu 21 4,0,0,0,4,43,223,0
12890,langsung tag  ainya  berani ya bera i  banci,1,0,0,0,11,44,0
12891,kebijakan pengembalian barang  konsumen    barang  rusak cacat produksi  konsumen   puas  produk  terhitung  7   tanggal pembelian nhauzminiquiz hazid,0,0,0,1,30,150,0
12892,menohok pidato agus  herlambang ketua  pb pergerakan mahasiswa islam indonesia  harlah  58  dihadiri presiden,0,0,0,1,19,109,0
12893,maksudnya  ai  menolak keras asas tunggal  menolak sila kesatu  ketuhanan  maha esa a inya sih  komunis        x94,0,0,0,0,30,114,0
12894,kandidat pengganti bima sakti,0,0,0,0,4,29,0
12895,prabowo orasi  bantuan  rohingya  pencitraan isu partai komunis indonesia  masif  beredar  media online  media sosial  ya,1,0,0,0,24,121,0
12896,satria anies sandi mundur,1,0,0,0,4,25,0
12897,sih aksi simpatik pakai poster bom  pakai bunga,0,0,0,0,9,47,0
12898,sontoloyo cebong mendem,1,0,0,0,3,23,0
12899,sampah,0,0,0,0,1,6,0
12900,ya  100 beriman katolik 100 menjunjung nilai nilai luhur  budaya bangsa indonesia,0,0,0,2,14,81,0
12901,alaaaah   berhasil   poligami prestasi   berhasil  nya apes nol  kebanyakan cocot   nomor induk siswa,1,0,0,0,23,101,0
12902,okelah mas   tuduhan  raden mas arya   keberatan   membela      kasar  sejarah  konflik arab    dalang  us,0,0,0,0,32,106,0
12903,kivlan zen mengoceh  siang ditransfer uang  prabowo   dramatis  indonesia lawyers club  isu partai komunis indonesia  masyarakat  mencuat,1,0,0,0,25,137,0
12904,paham  strategi 2010 2014  memicu overheating ekonomi 2013 2014  inflasi 8 86 8 36,0,0,0,8,17,82,0
12905,yaelah  bos bos bisanya  nyinyir doang disuruh kerja  becus pikirannya kekuasan doang munafik,1,0,0,0,16,93,0
12906,ai oposisi zaman susilo bambang yudhoyono menguasai media massa   prestasi susilo bambang yudhoyono  dipublikasikan,1,0,0,0,17,115,0
12907,nih  please  putus asa ya  badan     prinsip cewek gendut  imut    cewek cantik manis    imutan   imut kadang  cantik  semangat     x92 x9c,0,0,0,0,42,139,0
12908,bantuan  hutang beda tong cebong dungu atuh        x8,1,0,0,0,16,53,0
12909,tau   sarah  pasukan nasi bungkus     dana   coba menantang  menyamperi   tunggu eh mengeblok,0,0,0,0,24,93,0
12910,apel malang    impor apel cina  amerika   namanya bangga produk indonesia,1,0,0,0,16,73,0
12911,na am bro pemilihan presiden 2019    istikamah pilih  subianto  presiden    lengserkan  2024,1,0,0,2,21,92,0
